,du_normal,u_normal,dv_normal,f_star_normal,x,t,du_physics,u_physics,dv_physics,f_star_physics,u_actual,actual_normal_noise,actual_physics_noise,du_dv_normal_noise,du_dv_physics_noise
4094,0.04630153,0.013543844,-0.00999682,0.05629835,0.99215686,0.15,0.06668155,-0.021617368,0.077318855,-0.010637308,-0.02,0.033543844,0.001617368,0.05629835,0.010637305
4095,0.03328975,0.01369071,-0.007501015,0.040790763,1,0.15,0.033769973,-0.001970366,0.029205905,0.004564067,0,0.01369071,0.001970366,0.040790765,0.004564068
4096,-0.045230795,0.003875732,0.10901859,-0.15424938,-1,0.16,-0.042641763,0.010414347,-0.048496578,0.005854815,0,0.003875732,0.010414347,0.154249385,0.005854815
4097,-0.048811924,0.016797423,0.08595674,-0.13476866,-0.99215686,0.16,-0.06150332,0.029587463,-0.0941537,0.032650378,0.02,0.003202577,0.009587463,0.134768664,0.03265038
4098,-0.052244548,0.03195685,0.04803957,-0.100284114,-0.9843137,0.16,-0.079382904,0.04832296,-0.13664263,0.057259727,0.03,0.00195685,0.01832296,0.100284118,0.057259726
4099,-0.055437434,0.049321055,-0.006270863,-0.04916657,-0.9764706,0.16,-0.0962804,0.06662266,-0.17605084,0.07977044,0.05,0.000678945,0.01662266,0.049166571,0.07977044
4100,-0.058305908,0.06880039,-0.077554844,0.01924894,-0.96862745,0.16,-0.112195864,0.08448814,-0.21246634,0.10027048,0.07,0.00119961,0.01448814,0.019248936,0.100270476
4101,-0.060778305,0.090251505,-0.16527492,0.104496606,-0.9607843,0.16,-0.12713441,0.10192208,-0.24598041,0.11884599,0.08,0.010251505,0.02192208,0.104496615,0.118846
4102,-0.06280103,0.11348146,-0.26774085,0.20493981,-0.9529412,0.16,-0.1411002,0.11892657,-0.27668506,0.13558488,0.1,0.01348146,0.01892657,0.20493982,0.13558486
4103,-0.06434121,0.13825685,-0.3822276,0.31788638,-0.94509804,0.16,-0.15410466,0.13550384,-0.30467427,0.1505696,0.11,0.02825685,0.02550384,0.31788639,0.15056961
4104,-0.065388724,0.16432005,-0.5052397,0.439851,-0.9372549,0.16,-0.16615866,0.15165712,-0.33004603,0.16388737,0.13,0.03432005,0.02165712,0.439850976,0.16388737
4105,-0.06595503,0.19139475,-0.63281924,0.5668642,-0.92941177,0.16,-0.17727673,0.16738944,-0.35289896,0.17562224,0.15,0.04139475,0.01738944,0.56686421,0.17562223
4106,-0.06606991,0.21920455,-0.76093495,0.69486505,-0.92156863,0.16,-0.18747556,0.182705,-0.3733357,0.18586011,0.16,0.05920455,0.022705,0.69486504,0.18586014
4107,-0.06577774,0.24747944,-0.88580245,0.8200247,-0.9137255,0.16,-0.19677486,0.19760673,-0.39145774,0.1946829,0.18,0.06747944,0.01760673,0.82002471,0.19468288
4108,-0.06513222,0.27597058,-1.0041745,0.9390422,-0.90588236,0.16,-0.20519596,0.21209885,-0.40737012,0.20217416,0.2,0.07597058,0.01209885,0.93904228,0.20217416
4109,-0.06419233,0.30445218,-1.1134956,1.0493033,-0.8980392,0.16,-0.21276268,0.22618632,-0.42117822,0.20841554,0.21,0.09445218,0.01618632,1.04930327,0.20841554
4110,-0.06301772,0.33272815,-1.211988,1.1489702,-0.8901961,0.16,-0.21949999,0.23987387,-0.43298683,0.21348685,0.23,0.10272815,0.00987387,1.14897028,0.21348684
4111,-0.061665464,0.36063826,-1.2986575,1.2369921,-0.88235295,0.16,-0.22543466,0.25316638,-0.44290206,0.21746741,0.24,0.12063826,0.01316638,1.236992036,0.2174674
4112,-0.06018648,0.38804746,-1.3731685,1.312982,-0.8745098,0.16,-0.23059586,0.2660684,-0.4510282,0.22043234,0.26,0.12804746,0.0060684,1.31298202,0.22043234
4113,-0.05862556,0.41485894,-1.4357839,1.3771583,-0.8666667,0.16,-0.23501186,0.27858675,-0.45746872,0.22245684,0.28,0.13485894,0.00141325,1.37715834,0.22245686
4114,-0.057019215,0.44099808,-1.4871734,1.4301542,-0.85882354,0.16,-0.23871277,0.29072702,-0.46232763,0.22361487,0.29,0.15099808,0.00072702,1.430154185,0.22361486
4115,-0.05539698,0.46641713,-1.5283102,1.4729131,-0.8509804,0.16,-0.2417291,0.30249494,-0.46570334,0.22397423,0.31,0.15641713,0.00750506,1.47291322,0.22397424
4116,-0.053780183,0.49108768,-1.5603255,1.5065453,-0.84313726,0.16,-0.2440929,0.3138969,-0.4676949,0.22360201,0.32,0.17108768,0.0061031,1.506545317,0.223602
4117,-0.05218397,0.51500064,-1.5844276,1.5322436,-0.8352941,0.16,-0.24583462,0.32493925,-0.46839654,0.22256193,0.34,0.17500064,0.01506075,1.53224363,0.22256192
4118,-0.050617646,0.5381597,-1.6018019,1.5511842,-0.827451,0.16,-0.24698532,0.33562934,-0.46790156,0.22091624,0.35,0.1881597,0.01437066,1.551184254,0.22091624
4119,-0.049085815,0.5605777,-1.6135525,1.5644666,-0.81960785,0.16,-0.24757676,0.34597242,-0.46629727,0.21872051,0.37,0.1905777,0.02402758,1.564466685,0.21872051
4120,-0.047589466,0.5822757,-1.6206765,1.5730871,-0.8117647,0.16,-0.24763845,0.35597706,-0.46367067,0.21603222,0.39,0.1922757,0.03402294,1.573087034,0.21603222
4121,-0.046126604,0.6032798,-1.6240355,1.5779089,-0.8039216,0.16,-0.24720101,0.36564875,-0.46010083,0.21289982,0.4,0.2032798,0.03435125,1.577908896,0.21289982
4122,-0.04469323,0.6236177,-1.6243424,1.5796492,-0.79607844,0.16,-0.2462934,0.37499475,-0.45566583,0.20937243,0.42,0.2036177,0.04500525,1.57964917,0.20937243
4123,-0.043284222,0.6433202,-1.6221693,1.5788851,-0.7882353,0.16,-0.24494421,0.38402164,-0.45043942,0.20549522,0.43,0.2133202,0.04597836,1.578885078,0.20549521
4124,-0.041893296,0.66241646,-1.6179528,1.5760596,-0.78039217,0.16,-0.2431805,0.3927366,-0.44449022,0.20130974,0.45,0.21241646,0.0572634,1.576059504,0.20130972
4125,-0.040514637,0.6809348,-1.6119908,1.5714762,-0.77254903,0.16,-0.24102844,0.4011466,-0.4378832,0.19685477,0.46,0.2209348,0.0588534,1.571476163,0.19685476
4126,-0.039141856,0.6989022,-1.6044863,1.5653445,-0.7647059,0.16,-0.23851363,0.40925777,-0.43067858,0.19216493,0.48,0.2189022,0.07074223,1.565344444,0.19216495
4127,-0.037769824,0.7163409,-1.5955245,1.5577548,-0.75686276,0.16,-0.23565911,0.4170767,-0.4229317,0.18727261,0.49,0.2263409,0.0729233,1.557754676,0.18727259
4128,-0.036393765,0.7332716,-1.5851103,1.5487165,-0.7490196,0.16,-0.23248805,0.42461067,-0.41469666,0.18220863,0.51,0.2232716,0.08538933,1.548716535,0.18220861
4129,-0.035010036,0.7497124,-1.5731858,1.5381758,-0.7411765,0.16,-0.22902101,0.4318658,-0.40602067,0.17699966,0.52,0.2297124,0.0881342,1.538175764,0.17699966
4130,-0.033616424,0.7656754,-1.5596212,1.5260048,-0.73333335,0.16,-0.2252787,0.4388473,-0.39694744,0.17166872,0.54,0.2256754,0.1011527,1.526004776,0.17166874
4131,-0.032211658,0.7811722,-1.5442535,1.5120418,-0.7254902,0.16,-0.22127838,0.44556224,-0.38751727,0.16623889,0.55,0.2311722,0.10443776,1.512041842,0.16623889
4132,-0.030795995,0.79620916,-1.5268807,1.4960847,-0.7176471,0.16,-0.21703772,0.4520167,-0.3777667,0.16072896,0.57,0.22620916,0.1179833,1.496084705,0.16072898
4133,-0.029371377,0.8107893,-1.5072777,1.4779063,-0.70980394,0.16,-0.21257222,0.45821536,-0.36772838,0.15515617,0.58,0.2307893,0.12178464,1.477906323,0.15515616
4134,-0.02794094,0.8249135,-1.4852111,1.4572701,-0.7019608,0.16,-0.20789629,0.46416444,-0.35743237,0.14953606,0.59,0.2349135,0.12583556,1.45727016,0.14953608
4135,-0.026509363,0.8385794,-1.4604427,1.4339333,-0.69411767,0.16,-0.20302284,0.46986866,-0.3469039,0.14388104,0.61,0.2285794,0.14013134,1.433933337,0.14388106
4136,-0.025083011,0.8517817,-1.4327357,1.4076526,-0.6862745,0.16,-0.19796436,0.4753331,-0.33616805,0.13820371,0.62,0.2317817,0.1446669,1.407652689,0.13820369
4137,-0.023669632,0.8645124,-1.4018674,1.3781978,-0.6784314,0.16,-0.19273105,0.48056233,-0.3252438,0.13251275,0.64,0.2245124,0.15943767,1.378197768,0.13251275
4138,-0.022278225,0.87676334,-1.3676449,1.3453667,-0.67058825,0.16,-0.18733217,0.4855619,-0.3141498,0.12681763,0.65,0.22676334,0.1644381,1.345366675,0.12681763
4139,-0.020918904,0.8885222,-1.3298885,1.3089696,-0.6627451,0.16,-0.18177758,0.49033475,-0.30290228,0.12112469,0.66,0.2285222,0.16966525,1.308969596,0.1211247
4140,-0.019603925,0.8997761,-1.2884494,1.2688454,-0.654902,0.16,-0.17607413,0.49488533,-0.2915139,0.115439765,0.68,0.2197761,0.18511467,1.268845475,0.11543977
4141,-0.018345676,0.91051173,-1.2432196,1.2248739,-0.64705884,0.16,-0.17022957,0.49921787,-0.27999812,0.109768555,0.69,0.22051173,0.19078213,1.224873924,0.10976855
4142,-0.017158234,0.92071396,-1.1941307,1.1769724,-0.6392157,0.16,-0.16425025,0.503335,-0.268364,0.10411377,0.7,0.22071396,0.196665,1.176972466,0.10411375
4143,-0.016056234,0.93036723,-1.141143,1.1250868,-0.6313726,0.16,-0.15814103,0.50724137,-0.2566202,0.09847916,0.71,0.22036723,0.20275863,1.125086766,0.09847917
4144,-0.015055389,0.93945646,-1.0842754,1.06922,-0.62352943,0.16,-0.15190893,0.510939,-0.24477649,0.092867546,0.73,0.20945646,0.219061,1.069220011,0.09286756
4145,-0.014171884,0.94796586,-1.0235751,1.0094031,-0.6156863,0.16,-0.14555784,0.51443046,-0.23283707,0.08727923,0.74,0.20796586,0.22556954,1.009403216,0.08727923
4146,-0.013422607,0.95587873,-0.95913637,0.94571376,-0.60784316,0.16,-0.13909394,0.5177187,-0.22081077,0.081716835,0.75,0.20587873,0.2322813,0.945713763,0.08171683
4147,-0.012824988,0.96318233,-0.8911059,0.8782809,-0.6,0.16,-0.13252066,0.5208068,-0.20870152,0.07618086,0.76,0.20318233,0.2391932,0.878280912,0.07618086
4148,-0.012396337,0.9698608,-0.8196538,0.8072575,-0.5921569,0.16,-0.1258437,0.52369595,-0.19651583,0.07067213,0.78,0.1898608,0.25630405,0.807257463,0.07067213
4149,-0.012154758,0.97590005,-0.74499255,0.7328378,-0.58431375,0.16,-0.119068116,0.5263891,-0.18425967,0.065191545,0.79,0.18590005,0.2636109,0.732837792,0.065191554
4150,-0.012117478,0.98129016,-0.66738224,0.65526474,-0.5764706,0.16,-0.11219955,0.5288876,-0.17193905,0.059739493,0.8,0.18129016,0.2711124,0.655264762,0.0597395
4151,-0.012302863,0.98601747,-0.5870929,0.57479,-0.5686275,0.16,-0.10524292,0.5311936,-0.15955943,0.054316506,0.81,0.17601747,0.2788064,0.574790037,0.05431651
4152,-0.012728187,0.99007404,-0.5044378,0.49170965,-0.56078434,0.16,-0.09820527,0.5333078,-0.14712816,0.048922904,0.82,0.17007404,0.2866922,0.491709613,0.04892289
4153,-0.01341066,0.99344933,-0.41974443,0.40633374,-0.5529412,0.16,-0.0910929,0.5352324,-0.13465212,0.043559223,0.83,0.16344933,0.2947676,0.40633377,0.04355922
4154,-0.014367609,0.9961368,-0.33336094,0.31899333,-0.54509807,0.16,-0.0839137,0.53696907,-0.12214101,0.038227316,0.84,0.1561368,0.30303093,0.318993331,0.03822731
4155,-0.01561534,0.9981325,-0.2456519,0.23003656,-0.5372549,0.16,-0.07667573,0.53851825,-0.10960326,0.032927535,0.85,0.1481325,0.31148175,0.23003656,0.03292753
4156,-0.017170185,0.9994289,-0.15697762,0.13980745,-0.5294118,0.16,-0.0693883,0.5398822,-0.09705051,0.02766221,0.86,0.1394289,0.3201178,0.139807435,0.02766221
4157,-0.01904775,1.0000262,-0.0677196,0.04867185,-0.52156866,0.16,-0.062061407,0.5410613,-0.08449455,0.022433145,0.87,0.1300262,0.3289387,0.04867185,0.022433143
4158,-0.021263104,0.99992186,0.0217534,-0.04301651,-0.5137255,0.16,-0.054705855,0.5420573,-0.071948275,0.01724242,0.88,0.11992186,0.3379427,0.043016504,0.01724242
4159,-0.023830807,0.9991162,0.11106995,-0.13490075,-0.5058824,0.16,-0.04733422,0.54287136,-0.059427712,0.012093493,0.89,0.1091162,0.34712864,0.134900757,0.012093492
4160,-0.026764866,0.99761045,0.19986999,-0.22663485,-0.49803922,0.16,-0.039959434,0.54350495,-0.046949293,0.006989859,0.9,0.09761045,0.35649505,0.226634856,0.006989859
4161,-0.030078722,0.9954071,0.28781325,-0.31789196,-0.49019608,0.16,-0.032595806,0.54395956,-0.03453109,0.001935284,0.91,0.0854071,0.36604044,0.317891972,0.001935284
4162,-0.033785127,0.9925107,0.37455338,-0.40833855,-0.48235294,0.16,-0.025259687,0.54423654,-0.02219456,-0.003065125,0.92,0.0725107,0.37576346,0.408338507,0.003065127
4163,-0.03789656,0.9889257,0.4597836,-0.4976802,-0.4745098,0.16,-0.017966766,0.5443375,-0.009960536,-0.00800623,0.92,0.0689257,0.3756625,0.49768016,0.00800623
4164,-0.04242463,0.98465985,0.5432023,-0.5856269,-0.46666667,0.16,-0.01073521,0.5442647,0.002147099,-0.012882309,0.93,0.05465985,0.3857353,0.58562693,0.012882309
4165,-0.04738096,0.9797195,0.6245344,-0.6719154,-0.45882353,0.16,-0.003584376,0.5440203,0.014101747,-0.017686123,0.94,0.0397195,0.3959797,0.67191536,0.017686123
4166,-0.05277596,0.9741107,0.7035213,-0.7562973,-0.4509804,0.16,0.003466409,0.5436063,0.025877435,-0.022411026,0.94,0.0341107,0.3963937,0.75629726,0.022411026
4167,-0.058620285,0.9678441,0.779937,-0.8385573,-0.44313726,0.16,0.010395915,0.54302555,0.037444547,-0.02704863,0.95,0.0178441,0.40697445,0.838557285,0.027048632
4168,-0.06492413,0.9609286,0.853568,-0.91849214,-0.43529412,0.16,0.017181648,0.54228073,0.04877204,-0.031590395,0.96,0.0009286,0.41771927,0.91849213,0.031590392
4169,-0.07169708,0.9533739,0.92423433,-0.9959314,-0.42745098,0.16,0.023802327,0.54137516,0.05982985,-0.036027525,0.96,0.0066261,0.41862484,0.99593141,0.036027523
4170,-0.07894848,0.9451899,0.99176335,-1.0707119,-0.41960785,0.16,0.030234203,0.54031265,0.07058506,-0.04035085,0.97,0.0248101,0.42968735,1.07071183,0.040350857
4171,-0.08668761,0.93638664,1.0560192,-1.1427068,-0.4117647,0.16,0.03645394,0.5390978,0.081003286,-0.044549346,0.97,0.03361336,0.4309022,1.14270681,0.044549346
4172,-0.094923355,0.9269759,1.1168796,-1.211803,-0.40392157,0.16,0.042438827,0.53773344,0.091052376,-0.04861355,0.98,0.0530241,0.44226656,1.211802955,0.048613549
4173,-0.10366417,0.91696817,1.1742392,-1.2779033,-0.39607844,0.16,0.04816561,0.5362261,0.100698374,-0.052532762,0.98,0.06303183,0.4437739,1.27790337,0.052532764
4174,-0.11291887,0.9063728,1.2280176,-1.3409364,-0.3882353,0.16,0.053612597,0.5345801,0.109908685,-0.056296088,0.99,0.0836272,0.4554199,1.34093647,0.056296088
4175,-0.12269523,0.8952028,1.2781432,-1.4008384,-0.38039216,0.16,0.05875848,0.5328013,0.11865203,-0.05989355,0.99,0.0947972,0.4571987,1.40083843,0.05989355
4176,-0.13300145,0.88346845,1.3245673,-1.4575688,-0.37254903,0.16,0.063583516,0.5308963,0.126898,-0.0633145,0.99,0.10653155,0.4591037,1.45756875,0.063314484
4177,-0.14384583,0.8711786,1.3672479,-1.5110937,-0.3647059,0.16,0.068070844,0.5288706,0.13462034,-0.0665495,0.99,0.1188214,0.4611294,1.51109373,0.066549496
4178,-0.15523478,0.8583468,1.4061545,-1.5613893,-0.35686275,0.16,0.07220496,0.52673143,0.14179417,-0.06958921,0.99,0.1316532,0.46326857,1.56138928,0.06958921
4179,-0.16717657,0.84498066,1.4412723,-1.6084489,-0.34901962,0.16,0.07597396,0.52448684,0.1483994,-0.07242545,0.99,0.14501934,0.46551316,1.60844887,0.07242544
4180,-0.17967768,0.8310909,1.4725899,-1.6522676,-0.34117648,0.16,0.07936976,0.5221431,0.15442112,-0.07505136,0.99,0.1589091,0.4678569,1.65226758,0.07505136
4181,-0.1927442,0.8166874,1.5001014,-1.6928456,-0.33333334,0.16,0.08238745,0.51970875,0.15984869,-0.07746125,0.99,0.1733126,0.47029125,1.6928456,0.07746124
4182,-0.20638238,0.8017807,1.5238123,-1.7301947,-0.3254902,0.16,0.08502705,0.51719165,0.16467825,-0.07965119,0.99,0.1882193,0.47280835,1.73019468,0.0796512
4183,-0.22059765,0.78637767,1.5437267,-1.7643243,-0.31764707,0.16,0.08729358,0.51459885,0.16891414,-0.08162056,0.99,0.20362233,0.47540115,1.76432435,0.08162056
4184,-0.2353953,0.7704864,1.5598537,-1.795249,-0.30980393,0.16,0.08919654,0.51193845,0.17256595,-0.08336941,0.99,0.2195136,0.47806155,1.795249,0.08336941
4185,-0.25077823,0.7541187,1.5722047,-1.8229829,-0.3019608,0.16,0.09075059,0.50921875,0.17565183,-0.08490125,0.99,0.2358813,0.48078125,1.82298293,0.08490124
4186,-0.2667497,0.73728114,1.5807911,-1.8475409,-0.29411766,0.16,0.09197726,0.50644636,0.17820154,-0.08622428,0.98,0.24271886,0.47355364,1.8475408,0.08622428
4187,-0.28331086,0.71998036,1.5856229,-1.8689338,-0.28627452,0.16,0.092900924,0.50362825,0.18024842,-0.0873475,0.98,0.26001964,0.47637175,1.86893376,0.087347496
4188,-0.30046427,0.70222425,1.5867149,-1.8871791,-0.2784314,0.16,0.093553126,0.50077045,0.18183956,-0.08828643,0.97,0.26777575,0.46922955,1.88717917,0.088286434
4189,-0.31820786,0.68402076,1.5840735,-1.9022814,-0.27058825,0.16,0.09396807,0.49787915,0.18302749,-0.08905941,0.97,0.28597924,0.47212085,1.90228136,0.08905942
4190,-0.3365384,0.66537684,1.5777068,-1.9142452,-0.2627451,0.16,0.09418569,0.49495703,0.18387608,-0.08969039,0.96,0.29462316,0.46504297,1.9142452,0.08969039
4191,-0.3554536,0.64629924,1.5676283,-1.9230819,-0.25490198,0.16,0.09424729,0.49200946,0.18445311,-0.09020582,0.95,0.30370076,0.45799054,1.9230819,0.09020582
4192,-0.3749459,0.62679595,1.5538415,-1.9287874,-0.24705882,0.16,0.094197586,0.4890375,0.18483756,-0.09063997,0.94,0.31320405,0.4509625,1.9287874,0.090639974
4193,-0.3950075,0.6068725,1.536352,-1.9313595,-0.23921569,0.16,0.094080664,0.48604238,0.1851088,-0.09102813,0.93,0.3231275,0.44395762,1.9313595,0.091028136
4194,-0.415628,0.58653307,1.5151595,-1.9307874,-0.23137255,0.16,0.09394067,0.48302358,0.18535346,-0.0914128,0.92,0.33346693,0.43697642,1.9307875,0.09141279
4195,-0.4367925,0.56578904,1.4902759,-1.9270684,-0.22352941,0.16,0.09381909,0.47997952,0.18565518,-0.09183609,0.91,0.34421096,0.43002048,1.9270684,0.09183609
4196,-0.45848602,0.5446452,1.4617026,-1.9201887,-0.21568628,0.16,0.09375276,0.47690678,0.1860962,-0.09234345,0.9,0.3553548,0.42309322,1.92018862,0.09234344
4197,-0.48068842,0.52310824,1.4294451,-1.9101336,-0.20784314,0.16,0.09377323,0.47380042,0.18675126,-0.09297802,0.88,0.35689176,0.40619958,1.91013352,0.09297803
4198,-0.5033779,0.50118434,1.3935093,-1.8968872,-0.2,0.16,0.09390267,0.4706555,0.18768153,-0.093778856,0.87,0.36881566,0.3993445,1.8968872,0.09377886
4199,-0.52652895,0.47888187,1.3539085,-1.8804376,-0.19215687,0.16,0.094153315,0.46746588,0.18892734,-0.09477402,0.85,0.37111813,0.38253412,1.88043745,0.094774025
4200,-0.5501104,0.45620963,1.3106614,-1.8607718,-0.18431373,0.16,0.09452431,0.46422565,0.1905009,-0.09597658,0.84,0.38379037,0.37577435,1.8607718,0.09597659
4201,-0.57408905,0.43317363,1.2637812,-1.8378702,-0.1764706,0.16,0.095001586,0.46092874,0.19237797,-0.09737638,0.82,0.38682637,0.35907126,1.83787025,0.097376384
4202,-0.5984264,0.40978423,1.2132983,-1.8117248,-0.16862746,0.16,0.09555275,0.45757127,0.19447994,-0.098927185,0.8,0.39021577,0.34242873,1.8117247,0.09892719
4203,-0.6230835,0.3860477,1.159245,-1.7823285,-0.16078432,0.16,0.09612916,0.4541533,0.19666344,-0.10053429,0.77,0.3839523,0.3158467,1.7823285,0.10053428
4204,-0.6480114,0.36197707,1.1016713,-1.7496828,-0.15294118,0.16,0.09666536,0.45067853,0.19870637,-0.10204102,0.75,0.38802293,0.29932147,1.7496827,0.10204101
4205,-0.6731588,0.33758068,1.0406274,-1.7137861,-0.14509805,0.16,0.09708122,0.44715798,0.20028737,-0.10320615,0.73,0.39241932,0.28284202,1.7137862,0.10320615
4206,-0.6984725,0.31287032,0.9761841,-1.6746566,-0.13725491,0.16,0.097290196,0.44361174,0.20098208,-0.10369188,0.7,0.38712968,0.25638826,1.6746566,0.103691884
4207,-0.72389215,0.28785697,0.9084216,-1.6323137,-0.12941177,0.16,0.097211204,0.44006884,0.20025794,-0.10304674,0.67,0.38214303,0.22993116,1.63231375,0.103046736
4208,-0.749354,0.26255345,0.8374357,-1.5867897,-0.12156863,0.16,0.0967941,0.43657267,0.19749272,-0.10069862,0.64,0.37744655,0.20342733,1.5867897,0.10069862
4209,-0.7747881,0.23697317,0.76334023,-1.5381284,-0.11372549,0.16,0.0960561,0.4331751,0.1920264,-0.0959703,0.61,0.37302683,0.1768249,1.53812833,0.0959703
4210,-0.80012345,0.21113026,0.686267,-1.4863905,-0.105882354,0.16,0.095143005,0.429936,0.18327539,-0.08813238,0.58,0.36886974,0.150064,1.48639045,0.088132385
4211,-0.82528144,0.18504107,0.60636914,-1.4316505,-0.09803922,0.16,0.09442582,0.4269086,0.1709434,-0.07651758,0.54,0.35495893,0.1130914,1.43165058,0.07651758
4212,-0.8501825,0.15871915,0.5238089,-1.3739914,-0.09019608,0.16,0.09464961,0.42412227,0.1552953,-0.060645677,0.51,0.35128085,0.08587773,1.3739914,0.06064569
4213,-0.87474084,0.13218617,0.43879166,-1.3135325,-0.08235294,0.16,0.09723826,0.42153025,0.13752697,-0.040288724,0.47,0.33781383,0.04846975,1.3135325,0.04028871
4214,-0.89886975,0.10545546,0.35151482,-1.2503846,-0.07450981,0.16,0.10501352,0.41892958,0.11982,-0.014806477,0.43,0.32454454,0.01107042,1.25038457,0.01480648
4215,-0.9224784,0.07854885,0.2622211,-1.1846995,-0.06666667,0.16,0.12421659,0.41573662,0.10442931,0.019787274,0.39,0.31145115,0.02573662,1.1846995,0.01978728
4216,-0.9454717,0.05148816,0.17117184,-1.1166435,-0.05882353,0.16,0.1702177,0.41041076,0.090583324,0.07963437,0.35,0.29851184,0.06041076,1.11664354,0.079634376
4217,-0.9677573,0.024293005,0.078639954,-1.0463972,-0.050980393,0.16,0.2819741,0.39884853,0.07128656,0.21068752,0.31,0.285706995,0.08884853,1.046397254,0.21068754
4218,-0.9892375,-0.003014445,-0.015075997,-0.9741615,-0.043137256,0.16,0.5465371,0.37052977,0.046997666,0.4995395,0.26,0.263014445,0.11052977,0.974161503,0.499539434
4219,-1.0098145,-0.03040886,-0.10964962,-0.9001649,-0.03529412,0.16,1.0829827,0.3026917,0.07597017,1.0070124,0.22,0.25040886,0.0826917,0.90016488,1.00701253
4220,-1.0293932,-0.05786693,-0.20474586,-0.8246473,-0.02745098,0.16,1.7889928,0.1660106,0.2303915,1.5586013,0.17,0.22786693,0.0039894,0.82464734,1.5586013
4221,-1.0478756,-0.08536321,-0.30000818,-0.74786747,-0.019607844,0.16,2.0140448,-0.029505327,0.3445816,1.6694633,0.12,0.20536321,0.149505327,0.74786742,1.6694632
4222,-1.0651677,-0.112873375,-0.3950714,-0.6700963,-0.011764706,0.16,1.4741613,-0.20704491,0.17869806,1.2954633,0.07,0.182873375,0.27704491,0.6700963,1.29546324
4223,-1.0811768,-0.14036655,-0.48953786,-0.5916389,-0.003921569,0.16,0.83060396,-0.3143646,-0.019592047,0.8501959,0.02,0.16036655,0.3343646,0.59163894,0.850196007
4224,-1.0958138,-0.16781747,-0.583021,-0.51279277,0.003921569,0.16,0.4522005,-0.36523533,-0.10766995,0.5598705,-0.02,0.14781747,0.34523533,0.5127928,0.55987045
4225,-1.1089917,-0.19519788,-0.6751188,-0.43387297,0.011764706,0.16,0.27777267,-0.3875301,-0.14561862,0.42339128,-0.07,0.12519788,0.3175301,0.4338729,0.42339129
4226,-1.1206299,-0.22247738,-0.76541996,-0.35520995,0.019607844,0.16,0.20104688,-0.3979848,-0.17504518,0.37609208,-0.12,0.10247738,0.2779848,0.35520994,0.37609206
4227,-1.1306527,-0.24962717,-0.8535203,-0.27713236,0.02745098,0.16,0.16509733,-0.4041021,-0.20834075,0.3734381,-0.17,0.07962717,0.2341021,0.2771324,0.37343808
4228,-1.1389893,-0.27661866,-0.9390181,-0.19997129,0.03529412,0.16,0.14557998,-0.4089499,-0.24506795,0.39064795,-0.22,0.05661866,0.1889499,0.1999712,0.39064793
4229,-1.1455774,-0.30342084,-1.0215136,-0.124063894,0.043137256,0.16,0.13247631,-0.41373795,-0.28180328,0.4142796,-0.26,0.04342084,0.15373795,0.1240638,0.41427959
4230,-1.150361,-0.33000433,-1.100623,-0.049737893,0.050980393,0.16,0.12157724,-0.41890937,-0.31600106,0.4375783,-0.31,0.02000433,0.10890937,0.049738,0.4375783
4231,-1.1532898,-0.35634,-1.1759746,0.022684785,0.05882353,0.16,0.11111612,-0.42458504,-0.3465663,0.4576824,-0.35,0.00634,0.07458504,0.0226848,0.45768242
4232,-1.1543278,-0.38239628,-1.2472112,0.09288344,0.06666667,0.16,0.10042331,-0.43075126,-0.37336004,0.47378334,-0.39,0.00760372,0.04075126,0.0928834,0.47378335
4233,-1.1534408,-0.40814477,-1.314004,0.16056311,0.07450981,0.16,0.08933059,-0.4373474,-0.39666727,0.48599786,-0.43,0.02185523,0.0073474,0.1605632,0.48599786
4234,-1.1506052,-0.43355638,-1.376043,0.22543779,0.08235294,0.16,0.07790426,-0.44429713,-0.41687232,0.49477658,-0.47,0.03644362,0.02570287,0.2254378,0.49477658
4235,-1.1458097,-0.45860392,-1.4330553,0.2872457,0.09019608,0.16,0.066306405,-0.45152885,-0.43431345,0.5006199,-0.51,0.05139608,0.05847115,0.2872456,0.500619855
4236,-1.1390475,-0.48325962,-1.4847902,0.34574276,0.09803922,0.16,0.05472799,-0.45897698,-0.44925284,0.5039809,-0.54,0.05674038,0.08102302,0.3457427,0.50398083
4237,-1.1303238,-0.507495,-1.5310282,0.40070438,0.105882354,0.16,0.04336623,-0.46658397,-0.4618794,0.5052456,-0.58,0.072505,0.11341603,0.4007044,0.50524563
4238,-1.1196504,-0.5312856,-1.5715913,0.45194086,0.11372549,0.16,0.032402888,-0.4742999,-0.47235402,0.5047569,-0.61,0.0787144,0.1357001,0.4519409,0.504756908
4239,-1.1070507,-0.5546059,-1.6063349,0.49928424,0.12156863,0.16,0.022001218,-0.48208225,-0.4808094,0.5028106,-0.64,0.0853941,0.15791775,0.4992842,0.502810618
4240,-1.0925516,-0.57743365,-1.6351528,0.54260117,0.12941177,0.16,0.012304806,-0.4898895,-0.48737845,0.49968326,-0.67,0.09256635,0.1801105,0.5426012,0.499683256
4241,-1.0761911,-0.5997451,-1.6579705,0.58177954,0.13725491,0.16,0.003431451,-0.49768943,-0.49219206,0.4956235,-0.7,0.1002549,0.20231057,0.5817794,0.495623511
