,du_normal,u_normal,dv_normal,f_star_normal,x,t,du_physics,u_physics,dv_physics,f_star_physics,u_actual,actual_normal,actual_physics,du_dv_normal,du_dv_physics
8179,-0.002767778,-0.2904879,0.90356433,-0.90633214,0.90588236,0.31,0.17636903,-0.18616751,0.33940426,-0.16303521,-0.15,0.1404879,0.03616751,0.906332108,0.16303523
8180,-0.001410869,-0.266154,0.8290257,-0.8304365,0.9137255,0.31,0.16750938,-0.1722464,0.31928974,-0.15178035,-0.14,0.126154,0.0322464,0.830436569,0.15178036
8181,-0.000259657,-0.24177416,0.753406,-0.7536656,0.92156863,0.31,0.15797994,-0.15811023,0.2977338,-0.13975388,-0.12,0.12177416,0.03811023,0.753665657,0.13975386
8182,0.000689864,-0.21736807,0.67695874,-0.6762689,0.92941177,0.31,0.14776714,-0.1437675,0.27475545,-0.12698832,-0.11,0.10736807,0.0337675,0.676268876,0.12698831
8183,0.001440641,-0.19295436,0.5999312,-0.59849054,0.9372549,0.31,0.1368649,-0.12923157,0.25040057,-0.113535665,-0.1,0.09295436,0.02923157,0.598490559,0.11353567
8184,0.001997132,-0.16855334,0.5225754,-0.52057827,0.94509804,0.31,0.1252723,-0.114514396,0.2247298,-0.0994575,-0.09,0.07855334,0.024514396,0.520578268,0.0994575
8185,0.002364528,-0.14418194,0.44512758,-0.44276306,0.9529412,0.31,0.11299529,-0.09963198,0.1978276,-0.08483232,-0.07,0.07418194,0.02963198,0.442763052,0.08483231
8186,0.002548159,-0.119859,0.36782584,-0.36527768,0.9607843,0.31,0.100046545,-0.08459846,0.16979237,-0.069745824,-0.06,0.059859,0.02459846,0.365277681,0.069745825
8187,0.002554044,-0.09560185,0.29089698,-0.28834295,0.96862745,0.31,0.08644248,-0.06943137,0.14074323,-0.05430075,-0.05,0.04560185,0.01943137,0.288342936,0.05430075
8188,0.002388611,-0.07142815,0.2145617,-0.21217309,0.9764706,0.31,0.07221124,-0.05415158,0.1108204,-0.038609155,-0.04,0.03142815,0.01415158,0.212173089,0.03860916
8189,0.002058994,-0.04735393,0.13902721,-0.13696821,0.9843137,0.31,0.057381846,-0.038773715,0.080164835,-0.02278299,-0.02,0.02735393,0.018773715,0.136968216,0.022782989
8190,0.001572614,-0.023395956,0.064494126,-0.06292151,0.99215686,0.31,0.041994143,-0.023321375,0.048943095,-0.006948951,-0.01,0.013395956,0.013321375,0.062921512,0.006948952
8191,0.000936696,0.000431702,-0.008855282,0.009791978,1,0.31,0.026089674,-0.007811263,0.017315732,0.008773942,0,0.000431702,0.007811263,0.009791978,0.008773942
8192,-0.002863642,-0.000208542,0.004953346,-0.007816988,-1,0.32,-0.025620664,0.008173391,-0.017961452,-0.007659212,0,0.000208542,0.008173391,0.007816988,0.007659212
8193,1.40E-05,0.025228657,-0.07837929,0.07839329,-0.99215686,0.32,-0.040473327,0.023388907,-0.048608787,0.008135458,0.01,0.015228657,0.013388907,0.07839329,0.00813546
8194,0.003036826,0.050735563,-0.16236566,0.16540249,-0.9843137,0.32,-0.0548941,0.03853944,-0.07879221,0.023898108,0.02,0.030735563,0.01853944,0.165402486,0.02389811
8195,0.006206228,0.076297805,-0.24681774,0.25302395,-0.9764706,0.32,-0.06881066,0.053601697,-0.10832461,0.039513953,0.04,0.036297805,0.013601697,0.253023968,0.03951395
8196,0.009523919,0.10189913,-0.33153406,0.341058,-0.96862745,0.32,-0.082161464,0.06855525,-0.13703217,0.0548707,0.05,0.05189913,0.01855525,0.341057979,0.054870706
8197,0.01299026,0.12752521,-0.4163129,0.42930317,-0.9607843,0.32,-0.09488082,0.0833735,-0.16474,0.06985917,0.06,0.06752521,0.0233735,0.42930316,0.06985918
8198,0.016606335,0.15315954,-0.50094014,0.5175465,-0.9529412,0.32,-0.106920525,0.09803839,-0.19130252,0.084382005,0.07,0.08315954,0.02803839,0.517546475,0.084381995
8199,0.020372987,0.1787874,-0.5852024,0.6055754,-0.94509804,0.32,-0.11823154,0.11252858,-0.21658163,0.09835008,0.09,0.0887874,0.02252858,0.605575387,0.09835009
8200,0.02428871,0.20439233,-0.6688769,0.6931656,-0.9372549,0.32,-0.12877813,0.12682386,-0.24045801,0.11167988,0.1,0.10439233,0.02682386,0.69316561,0.11167988
8201,0.02835459,0.22995676,-0.7517339,0.7800885,-0.92941177,0.32,-0.13852799,0.14090885,-0.26283842,0.124310434,0.11,0.11995676,0.03090885,0.78008849,0.12431043
8202,0.032569453,0.25546396,-0.83354527,0.86611474,-0.92156863,0.32,-0.14746471,0.15476607,-0.28364316,0.13617843,0.12,0.13546396,0.03476607,0.866114723,0.13617845
8203,0.03693236,0.28089792,-0.91408396,0.9510163,-0.9137255,0.32,-0.15557179,0.16838063,-0.3028145,0.14724271,0.13,0.15089792,0.03838063,0.95101632,0.14724271
8204,0.041441813,0.30624008,-0.9931156,1.0345575,-0.90588236,0.32,-0.16284776,0.18173869,-0.32031626,0.15746848,0.15,0.15624008,0.03173869,1.034557413,0.1574685
8205,0.046096515,0.33147228,-1.0704073,1.1165038,-0.8980392,0.32,-0.1692942,0.19482942,-0.33613384,0.16683963,0.16,0.17147228,0.03482942,1.116503815,0.16683964
8206,0.050893813,0.35657793,-1.1457363,1.1966301,-0.8901961,0.32,-0.17492338,0.20764418,-0.35027024,0.17534687,0.17,0.18657793,0.03764418,1.196630113,0.17534686
8207,0.05583227,0.38153958,-1.2188789,1.2747111,-0.88235295,0.32,-0.17975476,0.22017314,-0.3627457,0.18299092,0.18,0.20153958,0.04017314,1.27471117,0.18299094
8208,0.06090905,0.4063393,-1.2896161,1.3505251,-0.8745098,0.32,-0.18380956,0.23241062,-0.37359944,0.18978986,0.2,0.2063393,0.03241062,1.35052515,0.18978988
8209,0.06612078,0.4309591,-1.3577344,1.4238552,-0.8666667,0.32,-0.18712121,0.244352,-0.38288388,0.19576266,0.21,0.2209591,0.034352,1.42385518,0.19576267
8210,0.071465336,0.4553808,-1.4230263,1.4944917,-0.85882354,0.32,-0.18972366,0.25599432,-0.3906637,0.20094004,0.22,0.2353808,0.03599432,1.494491636,0.20094004
8211,0.07693852,0.47958803,-1.4852992,1.5622377,-0.8509804,0.32,-0.19165738,0.26733547,-0.39701724,0.20535985,0.23,0.24958803,0.03733547,1.56223772,0.20535986
8212,0.082537405,0.50356287,-1.5443649,1.6269023,-0.84313726,0.32,-0.19296406,0.2783757,-0.40203026,0.20906621,0.24,0.26356287,0.0383757,1.626902305,0.2090662
8213,0.0882578,0.52728826,-1.6000476,1.6883054,-0.8352941,0.32,-0.19369023,0.28911632,-0.4057964,0.21210617,0.26,0.26728826,0.02911632,1.6883054,0.21210617
8214,0.09409625,0.5507467,-1.6521804,1.7462767,-0.827451,0.32,-0.19388326,0.2995593,-0.4084153,0.21453203,0.27,0.2807467,0.0295593,1.74627665,0.21453204
8215,0.10004826,0.5739221,-1.7006134,1.8006617,-0.81960785,0.32,-0.19359349,0.30970907,-0.40999058,0.21639709,0.28,0.2939221,0.02970907,1.80066166,0.21639709
8216,0.10611026,0.5967981,-1.7452065,1.8513167,-0.8117647,0.32,-0.19286895,0.31957024,-0.41062826,0.21775931,0.29,0.3067981,0.02957024,1.85131676,0.21775931
8217,0.11227702,0.6193592,-1.7858359,1.8981129,-0.8039216,0.32,-0.19175987,0.32915008,-0.410434,0.21867415,0.3,0.3193592,0.02915008,1.89811292,0.21867413
8218,0.11854484,0.64158845,-1.8223866,1.9409314,-0.79607844,0.32,-0.19031478,0.33845425,-0.40951455,0.21919976,0.32,0.32158845,0.01845425,1.94093144,0.21919977
8219,0.12490914,0.6634711,-1.8547622,1.9796714,-0.7882353,0.32,-0.18858296,0.34749103,-0.40797555,0.2193926,0.33,0.3334711,0.01749103,1.97967134,0.21939259
8220,0.13136575,0.68499297,-1.8828813,2.014247,-0.78039217,0.32,-0.18660916,0.35626936,-0.40591675,0.21930759,0.34,0.34499297,0.01626936,2.01424705,0.21930759
8221,0.13790984,0.7061395,-1.9066755,2.0445852,-0.77254903,0.32,-0.18443891,0.36479813,-0.4034381,0.21899916,0.35,0.3561395,0.01479813,2.04458534,0.21899919
8222,0.14453737,0.72689605,-1.9260885,2.070626,-0.7647059,0.32,-0.1821132,0.37308717,-0.40063375,0.21852057,0.36,0.36689605,0.01308717,2.07062587,0.21852055
8223,0.1512435,0.7472489,-1.9410815,2.0923252,-0.75686276,0.32,-0.17967193,0.3811469,-0.39759284,0.21792091,0.38,0.3672489,0.0011469,2.092325,0.21792091
8224,0.15802401,0.7671866,-1.9516339,2.109658,-0.7490196,0.32,-0.17714994,0.38898802,-0.39439636,0.21724643,0.39,0.3771866,0.00101198,2.10965791,0.21724642
8225,0.16487493,0.7866959,-1.9577296,2.1226046,-0.7411765,0.32,-0.17457989,0.39662105,-0.39112145,0.21654156,0.4,0.3866959,0.00337895,2.12260453,0.21654156
8226,0.1717918,0.8057644,-1.9593717,2.1311636,-0.73333335,0.32,-0.17198862,0.40405732,-0.3878355,0.21584688,0.41,0.3957644,0.00594268,2.1311635,0.21584688
8227,0.17877033,0.8243812,-1.9565763,2.135347,-0.7254902,0.32,-0.1693982,0.41130787,-0.38459456,0.21519637,0.42,0.4043812,0.00869213,2.13534663,0.21519636
8228,0.18580736,0.84253424,-1.9493691,2.1351767,-0.7176471,0.32,-0.16682608,0.4183827,-0.38144782,0.21462175,0.43,0.41253424,0.0116173,2.13517646,0.21462174
8229,0.19289748,0.86021465,-1.9377903,2.1306877,-0.70980394,0.32,-0.16428238,0.4252928,-0.378429,0.21414661,0.45,0.41021465,0.0247072,2.13068778,0.21414662
8230,0.20003824,0.87741137,-1.9218911,2.1219294,-0.7019608,0.32,-0.16176957,0.43204755,-0.37555715,0.21378757,0.46,0.41741137,0.02795245,2.12192934,0.21378758
8231,0.20722544,0.8941149,-1.9017277,2.1089532,-0.69411767,0.32,-0.15928136,0.4386561,-0.37283167,0.2135503,0.47,0.4241149,0.0313439,2.10895314,0.21355031
8232,0.2144554,0.9103162,-1.8773748,2.0918303,-0.6862745,0.32,-0.15680133,0.44512612,-0.37023103,0.21342972,0.48,0.4303162,0.03487388,2.0918302,0.2134297
8233,0.22172521,0.92600685,-1.8489087,2.0706336,-0.6784314,0.32,-0.15430227,0.45146394,-0.3677079,0.21340562,0.49,0.43600685,0.03853606,2.07063391,0.21340563
8234,0.22903098,0.9411784,-1.816416,2.045447,-0.67058825,0.32,-0.15174262,0.45767307,-0.3651807,0.21343808,0.5,0.4411784,0.04232693,2.04544698,0.21343808
8235,0.23636988,0.9558235,-1.7799933,2.0163631,-0.6627451,0.32,-0.14906737,0.46375632,-0.36253217,0.2134648,0.51,0.4458235,0.04624368,2.01636318,0.2134648
8236,0.24373816,0.9699345,-1.7397412,1.9834794,-0.654902,0.32,-0.1462058,0.46971184,-0.35960144,0.21339563,0.53,0.4399345,0.06028816,1.98347936,0.21339564
8237,0.25113356,0.98350435,-1.6957656,1.9468992,-0.64705884,0.32,-0.1430716,0.47553474,-0.3561794,0.21310776,0.54,0.44350435,0.06446526,1.94689916,0.2131078
8238,0.25855237,0.9965268,-1.6481811,1.9067334,-0.6392157,0.32,-0.1395633,0.4812162,-0.3520044,0.21244112,0.55,0.4465268,0.0687838,1.90673347,0.2124411
8239,0.2659919,1.0089952,-1.5971034,1.8630953,-0.6313726,0.32,-0.13556753,0.48674244,-0.34676316,0.21119565,0.56,0.4489952,0.07325756,1.8630953,0.21119563
8240,0.27344915,1.0209035,-1.5426568,1.816106,-0.62352943,0.32,-0.13096419,0.49209446,-0.34009522,0.20913103,0.57,0.4509035,0.07790554,1.81610595,0.20913103
8241,0.28092104,1.0322467,-1.4849644,1.7658854,-0.6156863,0.32,-0.12563504,0.497248,-0.33160803,0.20597298,0.58,0.4522467,0.082752,1.76588544,0.20597299
8242,0.2884051,1.0430186,-1.4241557,1.7125608,-0.60784316,0.32,-0.11947561,0.5021736,-0.32090035,0.20142476,0.59,0.4530186,0.0878264,1.7125608,0.20142474
8243,0.29589698,1.0532156,-1.3603649,1.6562619,-0.6,0.32,-0.11240977,0.5068378,-0.30759674,0.19518697,0.6,0.4532156,0.0931622,1.65626188,0.19518697
8244,0.30339545,1.0628306,-1.2937211,1.5971166,-0.5921569,0.32,-0.10441048,0.51120377,-0.29140532,0.18699487,0.61,0.4528306,0.09879623,1.59711655,0.18699484
8245,0.3108958,1.0718602,-1.2243654,1.5352612,-0.58431375,0.32,-0.09551677,0.5152346,-0.2721722,0.17665543,0.62,0.4518602,0.1047654,1.5352612,0.17665543
8246,0.31839517,1.0803003,-1.1524327,1.4708278,-0.5764706,0.32,-0.08585119,0.5188952,-0.24995095,0.16409975,0.63,0.4503003,0.1111048,1.47082787,0.16409976
8247,0.3258898,1.0881463,-1.0780661,1.4039559,-0.5686275,0.32,-0.07562995,0.52215695,-0.22505943,0.14942949,0.65,0.4381463,0.12784305,1.4039559,0.14942948
8248,0.33337623,1.095394,-1.0014055,1.3347816,-0.56078434,0.32,-0.0651644,0.5250005,-0.19812441,0.13296,0.66,0.435394,0.1349995,1.33478173,0.13296001
8249,0.3408504,1.1020392,-0.9225955,1.2634459,-0.5529412,0.32,-0.054843917,0.5274209,-0.17007622,0.115232304,0.67,0.4320392,0.1425791,1.2634459,0.115232303
8250,0.34830844,1.108078,-0.84177864,1.1900872,-0.54509807,0.32,-0.04510685,0.52942973,-0.14210577,0.09699892,0.68,0.428078,0.15057027,1.19008708,0.09699892
8251,0.3557452,1.1135074,-0.7591059,1.1148511,-0.5372549,0.32,-0.036397763,0.53105706,-0.115572914,0.07917515,0.69,0.4235074,0.15894294,1.1148511,0.079175151
8252,0.36315608,1.1183238,-0.6747242,1.0378803,-0.5294118,0.32,-0.029111829,0.53235024,-0.09185871,0.062746875,0.7,0.4183238,0.16764976,1.03788028,0.062746881
8253,0.370536,1.1225226,-0.58878154,0.9593175,-0.52156866,0.32,-0.023539687,0.5333733,-0.07219675,0.048657067,0.71,0.4125226,0.1766267,0.95931754,0.048657063
8254,0.377879,1.1261016,-0.5014342,0.8793132,-0.5137255,0.32,-0.01982036,0.5342001,-0.057505753,0.03768539,0.72,0.4061016,0.1857999,0.8793132,0.037685393
8255,0.38517898,1.1290568,-0.41283408,0.79801303,-0.5058824,0.32,-0.01790918,0.5349085,-0.04824503,0.030335853,0.73,0.3990568,0.1950915,0.79801306,0.03033585
8256,0.39242983,1.1313857,-0.32314,0.71556985,-0.49803922,0.32,-0.017570097,0.5355728,-0.044327393,0.026757294,0.74,0.3913857,0.2044272,0.71556983,0.026757296
8257,0.3996241,1.1330844,-0.23251067,0.6321348,-0.49019608,0.32,-0.018393291,0.53625584,-0.045097664,0.026704373,0.75,0.3830844,0.21374416,0.63213477,0.026704373
8258,0.40675458,1.1341501,-0.14110914,0.5478637,-0.48235294,0.32,-0.019838458,0.5370021,-0.04939014,0.029551681,0.76,0.3741501,0.2229979,0.54786372,0.029551682
8259,0.4138127,1.1345803,-0.04910193,0.46291462,-0.4745098,0.32,-0.021298062,0.53783363,-0.055656377,0.034358315,0.77,0.3645803,0.23216637,0.46291463,0.034358315
8260,0.42079037,1.1343712,0.043342434,0.37744796,-0.46666667,0.32,-0.022172287,0.5387478,-0.062151164,0.039978877,0.78,0.3543712,0.2412522,0.377447936,0.039978877
8261,0.42767787,1.1335207,0.13604984,0.29162803,-0.45882353,0.32,-0.021942599,0.5397182,-0.06714622,0.04520362,0.79,0.3435207,0.2502818,0.29162803,0.045203621
8262,0.43446538,1.1320261,0.22884333,0.20562205,-0.4509804,0.32,-0.020236313,0.5406994,-0.06915562,0.0489193,0.79,0.3420261,0.2493006,0.20562205,0.048919307
8263,0.4411422,1.1298853,0.32154262,0.11959958,-0.44313726,0.32,-0.0168661,0.54163295,-0.067120805,0.05025471,0.8,0.3298853,0.25836705,0.11959958,0.050254705
8264,0.44769752,1.127095,0.41396046,0.03373708,-0.43529412,0.32,-0.0118425,0.5424555,-0.060533825,0.048691325,0.81,0.317095,0.2675445,0.03373706,0.048691325
8265,0.45411915,1.123654,0.5059072,-0.05178801,-0.42745098,0.32,-0.005356438,0.5431064,-0.049472205,0.044115767,0.82,0.303654,0.2768936,0.05178805,0.044115767
8266,0.4603951,1.1195604,0.5971903,-0.13679522,-0.41960785,0.32,0.002264861,0.54353505,-0.034535863,0.036800727,0.83,0.2895604,0.28646495,0.1367952,0.036800724
8267,0.46651164,1.1148115,0.68760985,-0.22109821,-0.4117647,0.32,0.010613258,0.54370433,-0.016715838,0.027329097,0.84,0.2748115,0.29629567,0.22109821,0.027329096
8268,0.47245565,1.1094068,0.7769626,-0.30450693,-0.40392157,0.32,0.019259956,0.5435941,0.002784649,0.016475307,0.85,0.2594068,0.3064059,0.30450695,0.016475307
8269,0.47821298,1.1033446,0.86504316,-0.38683018,-0.39607844,0.32,0.027808636,0.54320073,0.022735603,0.005073033,0.86,0.2433446,0.31679927,0.38683018,0.005073033
8270,0.4837684,1.096624,0.95163935,-0.46787095,-0.3882353,0.32,0.03593226,0.542535,0.04203298,-0.00610072,0.86,0.236624,0.317465,0.46787095,0.00610072
8271,0.48910668,1.0892446,1.0365351,-0.5474284,-0.38039216,0.32,0.043395422,0.5416187,0.059809193,-0.016413769,0.87,0.2192446,0.3283813,0.54742842,0.016413771
8272,0.49421206,1.0812055,1.1195152,-0.62530315,-0.37254903,0.32,0.05005822,0.54048187,0.07548379,-0.025425572,0.88,0.2012055,0.33951813,0.62530314,0.02542557
8273,0.4990684,1.0725077,1.2003577,-0.70128924,-0.3647059,0.32,0.055869855,0.5391569,0.08877002,-0.032900162,0.89,0.1825077,0.3508431,0.7012893,0.032900165
8274,0.50365865,1.0631514,1.2788411,-0.77518255,-0.35686275,0.32,0.060849197,0.5376771,0.09963108,-0.03878188,0.89,0.1731514,0.3523229,0.77518245,0.038781883
8275,0.5079665,1.0531372,1.3547435,-0.84677696,-0.34901962,0.32,0.065067396,0.5360727,0.108230084,-0.043162692,0.9,0.1531372,0.3639273,0.846777,0.043162688
8276,0.5119749,1.042467,1.4278414,-0.91586655,-0.34117648,0.32,0.06862567,0.5343704,0.11485758,-0.046231903,0.91,0.132467,0.3756296,0.9158665,0.04623191
8277,0.5156659,1.0311437,1.4979112,-0.9822453,-0.33333334,0.32,0.07163893,0.532592,0.11987489,-0.048235964,0.92,0.1111437,0.387408,0.9822453,0.04823596
8278,0.51902246,1.0191687,1.5647316,-1.0457091,-0.3254902,0.32,0.074222036,0.53075355,0.123661615,-0.04943958,0.92,0.0991687,0.38924645,1.04570914,0.049439579
8279,0.522028,1.0065454,1.6280888,-1.1060607,-0.31764707,0.32,0.076481566,0.5288661,0.12658285,-0.050101288,0.93,0.0765454,0.4011339,1.1060608,0.050101284
8280,0.5246647,0.9932776,1.6877652,-1.1631005,-0.30980393,0.32,0.078509875,0.52693605,0.12896425,-0.050454363,0.93,0.0632776,0.40306395,1.1631005,0.050454375
8281,0.52691644,0.97936994,1.7435548,-1.2166383,-0.3019608,0.32,0.080382176,0.5249664,0.13108021,-0.050698042,0.94,0.03936994,0.4150336,1.21663836,0.050698034
8282,0.5287663,0.9648271,1.7952561,-1.2664899,-0.29411766,0.32,0.08215779,0.52295715,0.13315614,-0.05099834,0.95,0.0148271,0.42704285,1.2664898,0.05099835
8283,0.5301989,0.94965464,1.8426775,-1.3124787,-0.28627452,0.32,0.083880685,0.5209049,0.1353678,-0.051487114,0.95,0.00034536,0.4290951,1.3124786,0.051487115
8284,0.5311985,0.9338599,1.8856367,-1.3544382,-0.2784314,0.32,0.08558048,0.5188045,0.13784486,-0.05226437,0.96,0.0261401,0.4411955,1.3544382,0.05226438
8285,0.5317506,0.9174488,1.9239587,-1.3922081,-0.27058825,0.32,0.08727482,0.5166498,0.14068335,-0.053408533,0.96,0.0425512,0.4433502,1.3922081,0.05340853
8286,0.53184164,0.9004287,1.957484,-1.4256424,-0.2627451,0.32,0.08897186,0.51443356,0.1439513,-0.054979436,0.97,0.0695713,0.45556644,1.42564236,0.05497944
8287,0.5314585,0.88280916,1.9860674,-1.4546089,-0.25490198,0.32,0.090671256,0.51214695,0.1476944,-0.057023145,0.97,0.08719084,0.45785305,1.4546089,0.057023144
8288,0.53058934,0.864599,2.0095775,-1.4789883,-0.24705882,0.32,0.09236527,0.5097815,0.15194477,-0.059579507,0.97,0.105401,0.4602185,1.47898816,0.0595795
8289,0.5292234,0.84580797,2.0278993,-1.498676,-0.23921569,0.32,0.09404113,0.5073271,0.15672587,-0.06268473,0.98,0.13419203,0.4726729,1.4986759,0.06268474
8290,0.52735126,0.82644564,2.0409298,-1.5135785,-0.23137255,0.32,0.09568031,0.50477386,0.1620562,-0.06637588,0.98,0.15355436,0.47522614,1.51357854,0.06637589
8291,0.5249642,0.80652434,2.048589,-1.5236248,-0.22352941,0.32,0.09725919,0.5021115,0.16795167,-0.07069249,0.98,0.17347566,0.4778885,1.5236248,0.07069248
8292,0.52205473,0.78605443,2.0508125,-1.5287577,-0.21568628,0.32,0.09875038,0.49932808,0.17442907,-0.0756787,0.99,0.20394557,0.49067192,1.52875777,0.07567869
8293,0.5186172,0.76504993,2.0475578,-1.5289407,-0.20784314,0.32,0.100120276,0.49641258,0.18150276,-0.08138249,0.99,0.22495007,0.49358742,1.5289406,0.081382484
8294,0.51464766,0.7435226,2.038797,-1.5241492,-0.2,0.32,0.101330236,0.493352,0.18918309,-0.08785285,0.99,0.2464774,0.496648,1.52414934,0.087852854
8295,0.510142,0.72148556,2.0245209,-1.5143788,-0.19215687,0.32,0.10233678,0.49013406,0.19747448,-0.0951377,0.99,0.26851444,0.49986594,1.5143789,0.0951377
8296,0.50509846,0.6989534,2.004744,-1.4996455,-0.18431373,0.32,0.1030887,0.48674613,0.20636068,-0.10327198,0.99,0.2910466,0.50325387,1.49964554,0.10327198
8297,0.49951643,0.67594033,1.9794959,-1.4799794,-0.1764706,0.32,0.103530005,0.48317593,0.21579853,-0.11226853,0.99,0.31405967,0.50682407,1.47997947,0.112268525
8298,0.49339625,0.65246135,1.9488256,-1.4554293,-0.16862746,0.32,0.103599586,0.47941273,0.2256981,-0.1220985,0.99,0.33753865,0.51058727,1.45542935,0.122098514
8299,0.48673934,0.628532,1.9127996,-1.4260603,-0.16078432,0.32,0.10323352,0.47544914,0.2358995,-0.13266598,0.99,0.361468,0.51455086,1.42606026,0.13266598
8300,0.4795494,0.60416716,1.8715028,-1.3919533,-0.15294118,0.32,0.10236931,0.4712823,0.24614273,-0.14377342,0.98,0.37583284,0.5087177,1.3919534,0.14377342
8301,0.47182938,0.57938397,1.8250365,-1.3532071,-0.14509805,0.32,0.10095158,0.4669177,0.25603104,-0.15507945,0.98,0.40061603,0.5130823,1.35320712,0.15507946
8302,0.46358508,0.5541974,1.7735155,-1.3099303,-0.13725491,0.32,0.098942265,0.4623732,0.26499146,-0.16604918,0.98,0.4258026,0.5176268,1.30993042,0.166049195
8303,0.454822,0.52862567,1.717075,-1.2622529,-0.12941177,0.32,0.096333094,0.45768124,0.2722391,-0.17590599,0.97,0.44137433,0.51231876,1.262253,0.175906006
8304,0.44554722,0.5026849,1.6558603,-1.2103131,-0.12156863,0.32,0.09315781,0.45289737,0.27674335,-0.18358554,0.96,0.4573151,0.50710263,1.21031308,0.18358554
8305,0.43576878,0.4763928,1.590033,-1.1542643,-0.11372549,0.32,0.08950914,0.44810116,0.27723134,-0.18772222,0.95,0.4736072,0.50189884,1.15426422,0.1877222
8306,0.42549515,0.4497668,1.5197661,-1.094271,-0.105882354,0.32,0.085549325,0.44339925,0.27221376,-0.18666443,0.95,0.5002332,0.50660075,1.09427095,0.186664435
8307,0.4147359,0.4228236,1.445243,-1.0305071,-0.09803922,0.32,0.08152312,0.43891698,0.26007828,-0.17855515,0.93,0.5071764,0.49108302,1.0305071,0.17855516
8308,0.4035013,0.39558327,1.3666666,-0.9631653,-0.09019608,0.32,0.07776971,0.43477207,0.23926777,-0.16149807,0.92,0.52441673,0.48522793,0.9631653,0.16149806
8309,0.39180338,0.3680625,1.2842423,-0.8924389,-0.08235294,0.32,0.07477006,0.43099743,0.2087877,-0.13401763,0.9,0.5319375,0.46900257,0.89243892,0.13401764
8310,0.37965384,0.34028047,1.1981913,-0.8185375,-0.07450981,0.32,0.07330731,0.42734265,0.16989991,-0.096592605,0.89,0.54971953,0.46265735,0.81853746,0.0965926
8311,0.36706576,0.31225574,1.1087433,-0.74167746,-0.06666667,0.32,0.07500693,0.42280298,0.13207354,-0.057066604,0.86,0.54774426,0.43719702,0.74167754,0.05706661
8312,0.354054,0.2840075,1.016141,-0.6620871,-0.05882353,0.32,0.08388026,0.41460627,0.12766442,-0.04378417,0.84,0.5559925,0.42539373,0.662087,0.04378416
8313,0.34063348,0.2555549,0.92063427,-0.5800008,-0.050980393,0.32,0.110127494,0.39636523,0.21196151,-0.10183406,0.8,0.5444451,0.40363477,0.58000079,0.101834016
8314,0.32682025,0.22691788,0.8224832,-0.4956629,-0.043137256,0.32,0.17805496,0.35508758,0.34214258,-0.16408753,0.76,0.53308212,0.40491242,0.49566295,0.16408762
8315,0.31263256,0.19811578,0.72195715,-0.40932456,-0.03529412,0.32,0.32462326,0.2677309,0.37875414,-0.054130793,0.71,0.51188422,0.4422691,0.40932459,0.05413088
8316,0.29808888,0.16916834,0.6193335,-0.32124466,-0.02745098,0.32,0.50618476,0.11365731,0.4576757,0.04850912,0.64,0.47083166,0.52634269,0.32124462,0.04850906
8317,0.2832099,0.14009747,0.51490456,-0.23169468,-0.019607844,0.32,0.5376546,-0.078462444,-0.02121389,0.5588685,0.53,0.38990253,0.608462444,0.23169466,0.55886849
8318,0.2680175,0.11092232,0.40896147,-0.14094397,-0.011764706,0.32,0.37117627,-0.23885342,-0.29083228,0.6620085,0.37,0.25907768,0.60885342,0.14094397,0.66200855
8319,0.25253433,0.08166474,0.3018105,-0.049276188,-0.003921569,0.32,0.17602967,-0.33475882,-0.50876856,0.68479824,0.14,0.05833526,0.47475882,0.04927617,0.68479823
8320,0.23678589,0.05234541,0.19376044,0.043025445,0.003921569,0.32,0.0493928,-0.38410372,-0.52517855,0.5745714,-0.14,0.19234541,0.24410372,0.04302545,0.57457135
8321,0.2207981,0.022986494,0.085130624,0.13566749,0.011764706,0.32,-0.024093175,-0.40984106,-0.44877166,0.4246785,-0.37,0.392986494,0.03984106,0.135667476,0.424678485
8322,0.20459889,-0.006391764,-0.023762057,0.22836094,0.019607844,0.32,-0.06865402,-0.42465824,-0.39144802,0.32279402,-0.53,0.523608236,0.10534176,0.228360947,0.322794
8323,0.18821737,-0.035766035,-0.13258569,0.32080305,0.02745098,0.32,-0.09770733,-0.43455106,-0.36876714,0.2710598,-0.64,0.604233965,0.20544894,0.32080306,0.27105981
8324,0.17168455,-0.065114275,-0.24101092,0.41269547,0.03529412,0.32,-0.11805786,-0.44232792,-0.3702669,0.25220904,-0.71,0.644885725,0.26767208,0.41269547,0.25220904
8325,0.15503192,-0.09441514,-0.3487091,0.503741,0.043137256,0.32,-0.13330455,-0.44931835,-0.385237,0.25193247,-0.76,0.66558486,0.31068165,0.50374102,0.25193245
8326,0.13829282,-0.123645544,-0.45534566,0.5936385,0.050980393,0.32,-0.14544496,-0.45615035,-0.4066148,0.26116985,-0.8,0.676354456,0.34384965,0.59363848,0.26116984
8327,0.12150093,-0.15278332,-0.5605898,0.6820907,0.05882353,0.32,-0.1556243,-0.4631101,-0.43021852,0.27459422,-0.84,0.68721668,0.3768899,0.68209073,0.27459422
8328,0.10469224,-0.18180571,-0.6641115,0.7688037,0.06666667,0.32,-0.16450071,-0.47030938,-0.45363832,0.2891376,-0.86,0.67819429,0.38969062,0.76880374,0.28913761
